Unnamed: 0,id,type,ela,grapes,harmon,abv,body,acid,code,region,winery,rating,rating_1,rating_2,rating_3,rating_4,rating_5
2035,102037,2,2,9,174,12.5,0,0,1,1039,12464,3,0,0,1,0,0
2036,102038,1,0,9,4,12,1,0,1,1048,12753,3,0,0,1,0,0
2037,102039,1,2,9,5,14.5,1,0,1,1039,12222,4,0,0,0,1,0
2038,102040,1,0,9,45,14,3,0,1,1032,10859,4,0,0,0,1,0
2039,102041,2,2,9,176,12.5,4,0,1,1032,10731,4,0,0,0,1,0
2040,102042,1,2,9,57,13.5,1,0,1,1035,11704,3,0,0,1,0,0
2041,102043,2,3,9,7,9.5,2,0,1,1034,11618,4,0,0,0,1,0
2042,102044,1,2,9,57,13.5,1,0,1,1037,11909,3,0,0,1,0,0
2043,102045,1,0,9,57,14,1,0,1,1067,13079,4,0,0,0,1,0
2044,102046,3,4,9,8,19,3,0,1,1031,10747,4,0,0,0,1,0
2045,102047,1,5,9,45,14.2,3,0,1,1032,11075,4,0,0,0,1,0
2046,102048,3,0,9,178,20,3,2,1,1031,10901,4,0,0,0,1,0
2047,102049,1,2,9,45,13.5,3,0,1,1032,12632,3,0,0,1,0,0
2048,102050,3,2,9,8,19.3,3,0,1,1032,11100,4,0,0,0,1,0
2049,102051,2,3,9,7,9.8,2,0,1,1034,11477,4,0,0,0,1,0
2050,102052,1,5,9,57,13.5,1,0,1,1035,11805,3,0,0,1,0,0
2051,102053,1,2,9,4,13,1,0,1,1053,12931,4,0,0,0,1,0
2052,102054,1,2,9,5,13.5,1,0,1,1039,11983,4,0,0,0,1,0
2053,102055,3,2,9,187,19.5,3,1,1,1031,10703,4,0,0,0,1,0
2054,102056,1,0,9,57,14.5,1,0,1,1062,13048,4,0,0,0,1,0
2055,102057,1,5,9,5,14.5,1,0,1,1038,12261,4,0,0,0,1,0
2056,102058,2,2,9,176,14,4,0,1,1032,11075,4,0,0,0,1,0
2057,102059,2,2,9,7,11.5,2,0,1,1034,11535,3,0,0,1,0,0
2058,102060,3,4,9,8,20,3,0,1,1031,10684,4,0,0,0,1,0
2059,102061,2,0,9,174,11.5,0,0,1,1062,13069,4,0,0,0,1,0
2060,102062,1,0,9,57,13,1,0,1,1032,11214,4,0,0,0,1,0
2061,102063,1,2,9,45,14,3,0,1,1032,11454,4,0,0,0,1,0
2062,102064,1,2,9,57,14,1,0,1,1037,11903,4,0,0,0,1,0
2063,102065,1,2,9,5,14,1,0,1,1039,12353,3,0,0,1,0,0
2064,102066,1,2,9,57,13,1,0,1,1032,11338,3,0,0,1,0,0
2065,102067,3,4,9,181,20,3,2,1,1031,10693,4,0,0,0,1,0
2066,102068,2,2,9,176,13,4,0,1,1032,10947,4,0,0,0,1,0
2067,102069,2,2,9,174,13.1,0,0,1,1038,12175,3,0,0,1,0,0
2068,102070,1,5,9,45,14.5,3,0,1,1032,11051,4,0,0,0,1,0
2069,102071,3,0,9,8,20,3,0,1,1031,10742,4,0,0,0,1,0
2070,102072,1,2,9,5,14.5,1,0,1,1038,12167,4,0,0,0,1,0
2071,102073,1,2,9,45,13.5,3,0,1,1032,10734,4,0,0,0,1,0
2072,102074,1,2,9,45,13.5,3,0,1,1032,11103,4,0,0,0,1,0
2073,102075,1,2,9,45,13,3,0,1,1032,10979,4,0,0,0,1,0
2074,102076,3,4,9,8,19.5,3,0,1,1031,11428,4,0,0,0,1,0
2075,102077,2,2,9,176,12,4,0,1,1032,11110,3,0,0,1,0,0
2076,102078,2,0,9,174,13.5,0,0,1,2822,11732,4,0,0,0,1,0
2077,102079,2,2,9,188,10,2,0,1,1034,11486,4,0,0,0,1,0
2078,102080,2,0,9,174,13,0,0,1,1038,12086,4,0,0,0,1,0
2079,102081,1,0,9,45,14.5,3,0,1,1032,10997,4,0,0,0,1,0
2080,102082,1,0,9,4,13.5,1,0,1,1047,12663,4,0,0,0,1,0
2081,102083,1,0,9,45,14.5,3,0,1,1032,11006,4,0,0,0,1,0
2082,102084,1,5,9,57,13,1,0,1,1032,10977,4,0,0,0,1,0
2083,102085,3,2,9,8,19.5,3,0,1,1031,10734,4,0,0,0,1,0
2084,102086,3,4,9,8,20,3,0,1,1031,10728,4,0,0,0,1,0
2085,102087,3,4,9,8,19,3,0,1,1031,10742,4,0,0,0,1,0
2086,102088,2,2,9,176,13,4,0,1,1053,12867,4,0,0,0,1,0
2087,102089,3,4,9,8,19.1,3,0,1,1032,11200,4,0,0,0,1,0
2088,102090,1,5,9,45,13.5,3,0,1,1032,11274,4,0,0,0,1,0
2089,102091,1,5,9,189,13.5,1,0,1,1035,11725,3,0,0,1,0,0
2090,102092,1,2,9,57,13.5,1,0,1,1035,11704,4,0,0,0,1,0
2091,102093,1,2,9,5,14.5,1,0,1,1038,12215,3,0,0,1,0,0
2092,102094,2,2,9,176,13,4,0,1,1032,10901,4,0,0,0,1,0
2093,102095,2,0,9,7,11.5,2,0,1,1034,11501,4,0,0,0,1,0
2094,102096,1,0,9,45,14.5,3,0,1,1052,10997,4,0,0,0,1,0
2095,102097,2,2,9,7,13.5,2,0,1,1034,11988,4,0,0,0,1,0
2096,102098,3,4,9,8,20,3,0,1,1031,10697,4,0,0,0,1,0
2097,102099,1,5,9,45,12.5,3,0,1,1032,12620,3,0,0,1,0,0
2098,102100,1,5,9,45,13,3,0,1,1032,10901,3,0,0,1,0,0
2099,102101,1,2,9,5,13.5,1,0,1,1038,12170,3,0,0,1,0,0
2100,102102,1,2,9,45,14.5,3,0,1,1033,11321,4,0,0,0,1,0
2101,102103,3,4,9,8,20,3,0,1,1031,10736,4,0,0,0,1,0
2102,102104,1,2,9,5,15,1,0,1,1038,12277,4,0,0,0,1,0
2103,102105,1,2,9,57,12.5,1,0,1,1035,11704,4,0,0,0,1,0
2104,102106,1,5,9,45,14,3,0,1,1032,10897,4,0,0,0,1,0
2105,102107,1,0,9,4,13.5,1,0,1,1053,12936,4,0,0,0,1,0
2106,102108,2,2,9,174,12.5,0,0,1,1038,12209,3,0,0,1,0,0
2107,102109,1,5,9,4,12.5,1,0,1,1053,11452,4,0,0,0,1,0
2108,102110,2,0,9,7,12.5,2,0,1,1034,11602,4,0,0,0,1,0
2109,102111,2,2,9,174,13.5,0,0,1,1062,13079,4,0,0,0,1,0
2110,102112,2,2,9,176,13,4,0,1,1032,10643,4,0,0,0,1,0
2111,102113,1,2,9,57,13.5,1,0,1,1035,11614,4,0,0,0,1,0
2112,102114,1,2,9,57,13.5,1,0,1,1035,11814,4,0,0,0,1,0
2113,102115,1,2,9,57,14,1,0,1,1038,12147,4,0,0,0,1,0
2114,102116,1,2,9,5,14,1,0,1,1039,12342,3,0,0,1,0,0
2115,102117,2,0,9,174,13,0,0,1,1035,11214,4,0,0,0,1,0
2116,102118,3,2,9,8,19,3,0,1,1031,10721,3,0,0,1,0,0
2117,102119,2,0,9,174,13.5,0,0,1,2832,12401,4,0,0,0,1,0
2118,102120,1,2,9,57,13,1,0,1,1037,11882,4,0,0,0,1,0
2119,102121,1,5,9,45,13.5,3,0,1,1032,11440,4,0,0,0,1,0
2120,102122,1,5,9,45,14.5,3,0,1,1052,10838,4,0,0,0,1,0
2121,102123,2,2,9,176,12,4,0,1,1048,12750,4,0,0,0,1,0
2122,102124,2,0,9,176,13.5,4,0,1,1053,12928,4,0,0,0,1,0
2123,102125,1,5,9,45,13.7,3,0,1,1032,10859,4,0,0,0,1,0
2124,102126,1,5,9,57,13,1,0,1,1035,11764,4,0,0,0,1,0
2125,102127,1,2,9,45,12,3,0,1,1032,11093,4,0,0,0,1,0
2126,102128,2,0,9,176,12.5,4,0,1,1048,12750,4,0,0,0,1,0
2127,102129,1,2,9,57,14,1,0,1,1037,11909,4,0,0,0,1,0
2128,102130,1,0,9,57,14.5,1,0,1,1062,13048,4,0,0,0,1,0
2129,102131,1,5,9,45,13.5,3,0,1,1032,11058,3,0,0,1,0,0
2130,102132,1,0,9,5,13.5,1,0,1,1039,12329,4,0,0,0,1,0
2131,102133,2,3,9,7,10,2,0,1,1034,11494,4,0,0,0,1,0
2132,102134,2,2,9,190,13.5,0,0,1,1038,12314,3,0,0,1,0,0
2133,102135,1,5,9,45,14.5,3,0,1,1032,11214,4,0,0,0,1,0
2134,102136,1,5,9,45,12.5,3,0,1,1032,10940,4,0,0,0,1,0
2135,102137,1,2,9,5,14,1,0,1,1073,13173,4,0,0,0,1,0
2136,102138,1,2,9,4,12.5,1,0,1,1053,12880,3,0,0,1,0,0
2137,102139,1,0,9,57,13.5,1,0,1,1037,11898,3,0,0,1,0,0
2138,102140,1,2,9,57,14,1,0,1,1039,12353,4,0,0,0,1,0
2139,102141,1,2,9,45,15.5,3,0,1,1032,11006,4,0,0,0,1,0
2140,102142,1,5,9,45,13.5,3,0,1,1032,10716,4,0,0,0,1,0
2141,102143,1,2,9,5,13.5,1,0,1,1038,12162,3,0,0,1,0,0
2142,102144,1,0,9,5,14,1,0,1,1038,12091,4,0,0,0,1,0
2143,102145,3,4,9,8,20.5,3,0,1,1031,10658,4,0,0,0,1,0
2144,102146,3,4,9,8,20,3,0,1,1032,11100,4,0,0,0,1,0
2145,102147,2,2,9,174,13.5,0,0,1,1063,13092,4,0,0,0,1,0
2146,102148,1,5,9,45,13.5,3,0,1,1032,11455,4,0,0,0,1,0
2147,102149,3,4,9,191,20,3,0,1,1031,10901,4,0,0,0,1,0
2148,102150,2,0,9,176,13.5,4,0,1,1032,10779,4,0,0,0,1,0
2149,102151,1,2,9,45,13.5,3,0,1,1032,11027,3,0,0,1,0,0
2150,102152,1,2,9,4,12.5,1,0,1,1053,12916,3,0,0,1,0,0
2151,102153,1,5,9,45,13,3,0,1,1032,10707,3,0,0,1,0,0
2152,102154,2,0,9,7,13,2,0,1,1034,10788,4,0,0,0,1,0
2153,102155,2,2,9,7,9,2,0,1,1034,11428,3,0,0,1,0,0
2154,102156,3,4,9,8,20,3,0,1,1031,10665,5,0,0,0,0,1
2155,102157,1,2,9,192,13.5,1,0,1,1053,12882,4,0,0,0,1,0
2156,102158,2,0,9,7,10,2,0,1,1034,11542,4,0,0,0,1,0
2157,102159,1,2,9,5,14,1,0,1,1038,12277,3,0,0,1,0,0
2158,102160,1,2,9,57,14.5,1,0,1,1038,11943,4,0,0,0,1,0
2159,102161,1,5,9,45,13.3,3,0,1,1032,12408,3,0,0,1,0,0
2160,102162,2,2,9,176,12.5,4,0,1,1032,10901,4,0,0,0,1,0
2161,102163,1,2,9,5,13.5,1,0,1,1038,12234,4,0,0,0,1,0
2162,102164,2,0,9,7,12.5,2,0,1,1058,13014,4,0,0,0,1,0
2163,102165,2,2,9,174,13.5,0,0,1,1038,12039,4,0,0,0,1,0
2164,102166,1,2,9,4,12.8,1,0,1,1053,11921,4,0,0,0,1,0
2165,102167,1,2,9,5,14.5,1,0,1,1038,12239,4,0,0,0,1,0
2166,102168,3,0,9,8,20,3,0,1,1031,10699,4,0,0,0,1,0
2167,102169,1,2,9,5,14.5,1,0,1,1038,12104,4,0,0,0,1,0
2168,102170,1,2,9,5,14,1,0,1,1038,12380,4,0,0,0,1,0
2169,102171,1,2,9,57,13.5,1,0,1,1035,11720,4,0,0,0,1,0
2170,102172,1,0,9,57,13.5,1,0,1,1038,12056,3,0,0,1,0,0
2171,102173,1,2,9,5,14,1,0,1,1038,12021,4,0,0,0,1,0
2172,102174,2,2,9,174,13.2,0,0,1,1066,13129,4,0,0,0,1,0
2173,102175,1,5,9,45,17,3,0,1,1030,10646,4,0,0,0,1,0
2174,102176,1,2,9,5,14,1,0,1,1038,12420,4,0,0,0,1,0
2175,102177,1,0,9,57,14,1,0,1,1067,13079,4,0,0,0,1,0
2176,102178,1,2,9,5,14,1,0,1,1038,12261,3,0,0,1,0,0
2177,102179,1,2,9,5,13,1,0,1,1039,12420,4,0,0,0,1,0
2178,102180,1,0,9,4,12.5,1,0,1,1046,12772,4,0,0,0,1,0
2179,102181,1,0,9,4,14,1,0,1,1047,12673,4,0,0,0,1,0
2180,102182,1,2,9,4,13.5,1,0,1,1053,12928,3,0,0,1,0,0
2181,102183,2,2,9,176,12.5,4,0,1,1032,11321,4,0,0,0,1,0
2182,102184,1,2,9,57,12,1,0,1,1038,10977,4,0,0,0,1,0
2183,102185,1,2,9,57,14,1,0,1,1035,11720,3,0,0,1,0,0
2184,102186,1,2,9,57,13.5,1,0,1,1038,12117,4,0,0,0,1,0
2185,102187,3,0,9,8,20,3,0,1,1032,11071,4,0,0,0,1,0
2186,102188,1,2,9,5,14,1,0,1,1038,12975,3,0,0,1,0,0
2187,102189,1,5,9,45,13,3,0,1,1052,12791,4,0,0,0,1,0
2188,102190,1,2,9,57,13.5,1,0,1,1061,13043,3,0,0,1,0,0
2189,102191,1,2,9,4,13.3,1,0,1,1053,12928,4,0,0,0,1,0
2190,102192,1,2,9,5,15.5,1,0,1,1038,12162,4,0,0,0,1,0
2191,102193,1,2,9,57,13.5,1,0,1,1037,11903,3,0,0,1,0,0
2192,102194,1,2,9,57,14.5,1,0,1,1035,11708,4,0,0,0,1,0
2193,102195,1,2,9,57,14,1,0,1,1032,11214,4,0,0,0,1,0
2194,102196,1,5,9,57,13.5,1,0,1,1035,11797,4,0,0,0,1,0
2195,102197,2,2,9,174,13,0,0,1,1062,13066,3,0,0,1,0,0
2196,102198,2,0,9,176,13.5,4,0,1,1053,12936,4,0,0,0,1,0
2197,102199,2,2,9,7,11.5,2,0,1,1034,10707,4,0,0,0,1,0
2198,102200,3,4,9,8,20,3,0,1,1031,10736,4,0,0,0,1,0
2199,102201,1,0,9,5,14.5,1,0,1,1038,12039,4,0,0,0,1,0
2200,102202,3,4,9,8,20,3,0,1,1031,10697,4,0,0,0,1,0
2201,102203,1,0,9,5,14,1,0,1,1038,12136,3,0,0,1,0,0
2202,102204,1,0,9,45,14,3,0,1,1032,10859,4,0,0,0,1,0
2203,102205,2,2,9,174,14,0,0,1,1038,12162,4,0,0,0,1,0
2204,102206,1,0,9,45,15,3,0,1,1032,10997,4,0,0,0,1,0
2205,102207,1,5,9,45,14,3,0,1,1032,11051,4,0,0,0,1,0
2206,102208,2,0,9,174,13.5,0,0,1,1039,12335,4,0,0,0,1,0
2207,102209,1,0,9,45,14,3,0,1,1032,11321,4,0,0,0,1,0
2208,102210,1,0,9,5,14.5,1,0,1,1038,12097,3,0,0,1,0,0
2209,102211,1,2,9,5,13.5,1,0,1,1038,12204,4,0,0,0,1,0
2210,102212,1,5,9,45,14.5,3,0,1,1032,10643,4,0,0,0,1,0
2211,102213,1,2,9,5,13,1,0,1,1038,12329,3,0,0,1,0,0
2212,102214,3,4,9,8,19.5,3,0,1,1031,11428,4,0,0,0,1,0
2213,102215,3,0,9,35,19.5,3,0,1,1031,10734,4,0,0,0,1,0
2214,102216,1,2,9,4,12.8,1,0,1,1046,11921,4,0,0,0,1,0
2215,102217,1,2,9,193,14,1,0,1,1035,11672,4,0,0,0,1,0
2216,102218,1,2,9,5,14,1,0,1,1039,12199,4,0,0,0,1,0
2217,102219,3,0,9,8,21.5,3,0,1,1031,10734,4,0,0,0,1,0
2218,102220,1,2,9,5,16,1,0,1,1049,12784,4,0,0,0,1,0
2219,102221,1,5,9,57,13.5,1,0,1,1066,11907,3,0,0,1,0,0
2220,102222,1,2,9,57,12.5,1,0,1,1035,11761,4,0,0,0,1,0
2221,102223,1,2,9,57,13,1,0,1,1037,11884,3,0,0,1,0,0
2222,102224,1,2,9,5,13,1,0,1,1038,12207,3,0,0,1,0,0
2223,102225,2,0,9,174,13,0,0,1,1039,12329,4,0,0,0,1,0
2224,102226,3,4,9,8,19,3,0,1,1031,10672,4,0,0,0,1,0
2225,102227,1,2,9,5,14,1,0,1,1038,12021,3,0,0,1,0,0
2226,102228,2,2,9,174,12.5,0,0,1,1038,12272,3,0,0,1,0,0
2227,102229,2,2,9,174,13,0,0,1,1039,12378,4,0,0,0,1,0
2228,102230,2,0,9,176,13,4,0,1,1047,12670,4,0,0,0,1,0
2229,102231,1,0,9,5,13.4,1,0,1,1038,12000,4,0,0,0,1,0
2230,102232,2,2,9,174,9.5,0,0,1,1035,11746,3,0,0,1,0,0
2231,102233,1,2,9,5,14.5,1,0,1,1038,12091,4,0,0,0,1,0
2232,102234,2,2,9,174,12.5,0,0,1,1039,12036,3,0,0,1,0,0
2233,102235,3,0,9,8,20.2,3,0,1,1031,10679,4,0,0,0,1,0
2234,102236,1,5,9,45,14,3,0,1,1032,10836,4,0,0,0,1,0
2235,102237,2,0,9,7,12.5,2,0,1,1034,11506,4,0,0,0,1,0
2236,102238,1,5,9,45,13.5,3,0,1,1032,11387,4,0,0,0,1,0
2237,102239,2,0,9,7,13,2,0,1,1034,11483,4,0,0,0,1,0
2238,102240,3,0,9,194,20,3,0,1,1031,10703,4,0,0,0,1,0
2239,102241,1,2,9,45,14,3,0,1,1032,11443,4,0,0,0,1,0
2240,102242,3,4,9,8,20,3,0,1,1031,10693,4,0,0,0,1,0
2241,102243,1,0,9,45,13.5,3,0,1,1032,10774,4,0,0,0,1,0
2242,102244,1,2,9,5,12.5,1,0,1,1038,12054,4,0,0,0,1,0
2243,102245,1,0,9,5,13.7,1,0,1,1039,12069,4,0,0,0,1,0
2244,102246,2,0,9,176,12.2,4,0,1,1032,11321,4,0,0,0,1,0
2245,102247,1,5,9,45,13.5,3,0,1,1032,11455,3,0,0,1,0,0
2246,102248,1,0,9,57,13.5,1,0,1,1035,11808,4,0,0,0,1,0
2247,102249,3,4,9,8,20,3,0,1,1031,10703,4,0,0,0,1,0
2248,102250,2,2,9,7,9,2,0,1,1034,11452,4,0,0,0,1,0
2249,102251,3,4,9,8,20,3,2,1,1032,11200,4,0,0,0,1,0
2250,102252,1,2,9,57,14,1,0,1,1035,11796,3,0,0,1,0,0
2251,102253,1,2,9,5,14.5,1,0,1,1038,12408,4,0,0,0,1,0
2252,102254,3,4,9,8,20,3,0,1,1031,11236,4,0,0,0,1,0
2253,102255,5,2,9,73,10,4,1,1,1062,12408,3,0,0,1,0,0
2254,102256,2,2,9,7,9,2,0,1,1034,11484,4,0,0,0,1,0
2255,102257,1,0,9,45,14.5,3,0,1,1032,11110,4,0,0,0,1,0
2256,102258,2,0,9,182,12.5,3,0,1,1061,13036,4,0,0,0,1,0
2257,102259,1,0,9,57,13.5,1,0,1,1035,11650,4,0,0,0,1,0
2258,102260,2,0,9,7,12.5,2,0,1,1032,11349,4,0,0,0,1,0
2259,102261,3,4,9,8,19.5,3,0,1,1031,10700,4,0,0,0,1,0
2260,102262,1,2,9,45,14.5,3,0,1,1032,11321,4,0,0,0,1,0
2261,102263,1,0,9,5,13.5,1,0,1,1038,11983,4,0,0,0,1,0
2262,102264,1,2,9,5,14,1,0,1,1072,12115,4,0,0,0,1,0
2263,102265,1,2,9,57,13.5,1,0,1,1035,11704,3,0,0,1,0,0
2264,102266,1,0,9,45,14,3,0,1,1032,10710,4,0,0,0,1,0
2265,102267,2,3,9,7,10,2,0,1,1034,12520,3,0,0,1,0,0
2266,102268,2,2,9,174,13,0,0,1,1037,11912,3,0,0,1,0,0
2267,102269,1,0,9,57,14.5,1,0,1,1062,13048,4,0,0,0,1,0
2268,102270,2,0,9,174,14,0,0,1,1038,12039,4,0,0,0,1,0
2269,102271,1,0,9,45,14,3,0,1,1032,11271,4,0,0,0,1,0
2270,102272,1,5,9,45,14,3,0,1,1032,10947,4,0,0,0,1,0
2271,102273,2,0,9,7,12.5,2,0,1,1034,11568,4,0,0,0,1,0
2272,102274,1,0,9,4,12,1,0,1,1046,10901,4,0,0,0,1,0
2273,102275,1,2,9,195,13.5,1,1,1,1048,12765,4,0,0,0,1,0
2274,102276,2,2,9,7,10,2,0,1,1034,11587,3,0,0,1,0,0
2275,102277,1,2,9,57,14,1,0,1,1035,11827,4,0,0,0,1,0
2276,102278,3,0,9,8,20,3,0,1,1031,10672,5,0,0,0,0,1
2277,102279,1,5,9,4,13.5,1,0,1,1053,13079,4,0,0,0,1,0
2278,102280,5,2,9,7,9.5,0,1,1,1034,12473,3,0,0,1,0,0
2279,102281,1,2,9,57,13.5,1,0,1,1038,12047,4,0,0,0,1,0
2280,102282,1,2,9,5,14,1,0,1,1038,12085,4,0,0,0,1,0
2281,102283,2,0,9,174,13,0,0,1,1072,12115,4,0,0,0,1,0
2282,102284,2,3,9,7,10,2,0,1,1040,11497,4,0,0,0,1,0
2283,102285,2,2,9,174,12.5,0,0,1,1038,12209,4,0,0,0,1,0
2284,102286,2,0,9,7,12,2,0,1,1034,11463,4,0,0,0,1,0
2285,102287,3,4,9,8,19.5,3,0,1,1031,10699,3,0,0,1,0,0
2286,102288,1,5,9,45,14.5,3,0,1,1032,10921,4,0,0,0,1,0
2287,102289,3,4,9,8,20,3,0,1,1031,10747,4,0,0,0,1,0
2288,102290,3,4,9,8,20,3,0,1,1031,10665,4,0,0,0,1,0
2289,102291,2,2,9,174,13,0,0,1,1034,11491,4,0,0,0,1,0
2290,102292,5,2,9,6,12.9,0,0,1,1038,12069,4,0,0,0,1,0
2291,102293,1,2,9,4,13.5,1,0,1,1037,11935,4,0,0,0,1,0
2292,102294,3,4,9,8,20,3,0,1,1031,10699,4,0,0,0,1,0
2293,102295,1,2,9,45,13,3,0,1,1032,11221,4,0,0,0,1,0
2294,102296,2,2,9,174,13,0,0,1,1039,12344,3,0,0,1,0,0
2295,102297,2,3,9,7,9.5,2,0,1,1034,11510,4,0,0,0,1,0
2296,102298,1,2,9,5,13,1,0,1,1038,11983,4,0,0,0,1,0
2297,102299,1,5,9,45,14,3,0,1,1032,11455,4,0,0,0,1,0
2298,102300,2,0,9,176,12,4,0,1,1040,12481,4,0,0,0,1,0
2299,102301,2,2,9,174,13.5,0,0,1,1039,12437,3,0,0,1,0,0
2300,102302,1,2,9,57,13.5,1,0,1,1066,12360,4,0,0,0,1,0
2301,102303,1,0,9,4,13,1,0,1,1046,12604,4,0,0,0,1,0
2302,102304,3,4,9,196,19,3,0,1,1031,10693,4,0,0,0,1,0
2303,102305,1,5,9,45,13.5,3,0,1,1032,11048,4,0,0,0,1,0
2304,102306,3,4,9,184,20,3,0,1,1031,10719,3,0,0,1,0,0
2305,102307,1,0,9,4,13,1,0,1,1053,12875,4,0,0,0,1,0
2306,102308,1,2,9,4,14.5,1,0,1,1032,10799,4,0,0,0,1,0
2307,102309,5,0,9,6,13.5,0,1,1,1062,13066,3,0,0,1,0,0
2308,102310,1,5,9,45,14,3,0,1,1032,10811,4,0,0,0,1,0
2309,102311,1,0,9,4,13.5,1,0,1,1047,12663,4,0,0,0,1,0
2310,102312,1,0,9,5,14,1,0,1,1072,12115,4,0,0,0,1,0
2311,102313,2,2,9,174,13,0,0,1,1038,12065,3,0,0,1,0,0
2312,102314,4,0,9,182,19,3,0,1,1067,13079,4,0,0,0,1,0
2313,102315,2,2,9,7,11.5,2,0,1,1034,11477,4,0,0,0,1,0
2314,102316,3,4,9,197,20,3,0,1,1031,11100,4,0,0,0,1,0
2315,102317,1,0,9,45,13,3,0,1,1032,10901,4,0,0,0,1,0
2316,102318,1,2,9,57,13,1,0,1,1035,11681,4,0,0,0,1,0
2317,102319,5,0,9,8,13,0,1,1,1032,10921,4,0,0,0,1,0
2318,102320,1,2,9,57,13,1,0,1,1035,11786,4,0,0,0,1,0
2319,102321,3,0,9,8,20,3,0,1,1031,10693,4,0,0,0,1,0
2320,102322,1,2,9,57,13,1,0,1,1062,11226,3,0,0,1,0,0
2321,102323,2,0,9,7,13,2,0,1,1034,11462,4,0,0,0,1,0
2322,102324,1,2,9,45,14,3,0,1,1032,10864,4,0,0,0,1,0
2323,102325,1,2,9,57,14,1,0,1,1035,11797,4,0,0,0,1,0
2324,102326,1,2,9,57,14.5,1,0,1,1062,13048,4,0,0,0,1,0
2325,102327,2,0,9,176,13,4,0,1,1032,11221,4,0,0,0,1,0
2326,102328,1,0,9,45,13.5,3,0,1,1032,11230,4,0,0,0,1,0
2327,102329,1,2,9,57,14,1,0,1,1038,12312,4,0,0,0,1,0
2328,102330,1,5,9,57,13.5,1,0,1,1037,11931,4,0,0,0,1,0
2329,102331,1,2,9,57,14.9,1,0,1,1062,12408,3,0,0,1,0,0
2330,102332,1,5,9,45,12.4,3,0,1,1032,11353,3,0,0,1,0,0
2331,102333,3,2,9,8,19,3,0,1,1031,10665,4,0,0,0,1,0
2332,102334,3,4,9,8,21,3,0,1,1031,10703,4,0,0,0,1,0
2333,102335,1,2,9,5,13.5,1,0,1,1039,12204,4,0,0,0,1,0
2334,102336,1,5,9,45,14,3,0,1,1032,10710,4,0,0,0,1,0
2335,102337,3,0,9,8,20,3,0,1,1031,10672,4,0,0,0,1,0
2336,102338,2,3,9,7,11,2,0,1,1034,11536,4,0,0,0,1,0
2337,102339,2,2,9,174,12.5,0,0,1,1038,12225,3,0,0,1,0,0
2338,102340,1,5,9,45,13,3,0,1,1032,12039,4,0,0,0,1,0
2339,102341,3,4,9,187,19,1,0,1,1031,10736,4,0,0,0,1,0
2340,102342,1,5,9,45,13,3,0,1,1032,10983,4,0,0,0,1,0
2341,102343,1,2,9,57,12.5,1,0,1,1035,11790,4,0,0,0,1,0
2342,102344,3,4,9,23,20.5,3,2,1,1031,10728,4,0,0,0,1,0
2343,102345,3,0,9,8,20.5,3,2,1,1031,10719,4,0,0,0,1,0
2344,102346,1,5,9,5,14,1,0,1,1038,12209,4,0,0,0,1,0
2345,102347,1,2,9,57,14.5,1,0,1,1035,11805,4,0,0,0,1,0
2346,102348,2,2,9,176,13.5,0,1,1,1048,12765,4,0,0,0,1,0
2347,102349,1,2,9,57,13.5,1,0,1,1062,12408,4,0,0,0,1,0
2348,102350,2,0,9,174,13.5,0,0,1,1039,11983,4,0,0,0,1,0
2349,102351,2,0,9,7,13,2,0,1,1039,12353,4,0,0,0,1,0
2350,102352,1,0,9,5,13.5,1,0,1,1038,11983,4,0,0,0,1,0
2351,102353,1,0,9,45,13.5,3,0,1,1031,10734,4,0,0,0,1,0
2352,102354,1,5,9,45,13.5,1,0,1,1032,10947,5,0,0,0,0,1
2353,102355,3,4,9,184,20,3,0,1,1031,10674,4,0,0,0,1,0
2354,102356,1,0,9,45,14.5,3,0,1,1032,10731,4,0,0,0,1,0
2355,102357,1,5,9,45,14,3,0,1,1032,11061,4,0,0,0,1,0
2356,102358,1,2,9,4,10.5,1,0,1,1034,11535,3,0,0,1,0,0
2357,102359,1,2,9,4,13.1,1,0,1,1053,12916,4,0,0,0,1,0
2358,102360,1,2,9,4,13,1,0,1,1046,12647,4,0,0,0,1,0
2359,102361,3,4,9,8,19,3,0,1,1031,10665,4,0,0,0,1,0
2360,102362,4,0,9,182,17.5,1,0,1,1062,12408,4,0,0,0,1,0
2361,102363,2,2,9,176,12.5,4,0,1,1032,11254,3,0,0,1,0,0
2362,102364,1,5,9,45,14.7,3,0,1,1032,11022,4,0,0,0,1,0
2363,102365,1,2,9,5,14.5,1,0,1,1039,12428,4,0,0,0,1,0
2364,102366,1,2,9,5,14,1,0,1,1038,12047,4,0,0,0,1,0
2365,102367,1,2,9,5,15,1,0,1,1038,12030,4,0,0,0,1,0
2366,102368,3,4,9,6,19.9,3,0,1,1031,10700,4,0,0,0,1,0
2367,102369,1,2,9,45,13.5,3,0,1,1032,10724,4,0,0,0,1,0
2368,102370,3,0,9,11,20,3,0,1,1031,10672,3,0,0,1,0,0
2369,102371,1,0,9,45,13.5,3,0,1,1032,11103,4,0,0,0,1,0
2370,102372,1,2,9,5,13.5,1,0,1,1038,10977,3,0,0,1,0,0
2371,102373,2,2,9,176,13.5,4,0,1,1053,11452,3,0,0,1,0,0
2372,102374,1,2,9,5,13.5,1,0,1,1039,12036,3,0,0,1,0,0
2373,102375,1,5,9,45,14,3,0,1,1032,10809,4,0,0,0,1,0
